row_id,cluster,cluster_label
1514,1,"New, Low-Spend - Elevated Risk"
1515,1,"New, Low-Spend - Elevated Risk"
1516,0,"New, High-Spend - Highest Risk"
1517,2,"Loyal, High-Spend - Low Risk"
1518,3,"Loyal, Low-Spend - Lowest Risk"
1519,0,"New, High-Spend - Highest Risk"
1520,1,"New, Low-Spend - Elevated Risk"
1521,0,"New, High-Spend - Highest Risk"
1522,1,"New, Low-Spend - Elevated Risk"
1523,0,"New, High-Spend - Highest Risk"
1524,2,"Loyal, High-Spend - Low Risk"
1525,0,"New, High-Spend - Highest Risk"
1526,0,"New, High-Spend - Highest Risk"
1527,2,"Loyal, High-Spend - Low Risk"
1528,0,"New, High-Spend - Highest Risk"
1529,2,"Loyal, High-Spend - Low Risk"
1530,1,"New, Low-Spend - Elevated Risk"
1531,0,"New, High-Spend - Highest Risk"
1532,1,"New, Low-Spend - Elevated Risk"
1533,0,"New, High-Spend - Highest Risk"
1534,0,"New, High-Spend - Highest Risk"
1535,0,"New, High-Spend - Highest Risk"
1536,2,"Loyal, High-Spend - Low Risk"
1537,0,"New, High-Spend - Highest Risk"
1538,2,"Loyal, High-Spend - Low Risk"
1539,1,"New, Low-Spend - Elevated Risk"
1540,3,"Loyal, Low-Spend - Lowest Risk"
1541,0,"New, High-Spend - Highest Risk"
1542,0,"New, High-Spend - Highest Risk"
1543,1,"New, Low-Spend - Elevated Risk"
1544,2,"Loyal, High-Spend - Low Risk"
1545,2,"Loyal, High-Spend - Low Risk"
1546,1,"New, Low-Spend - Elevated Risk"
1547,2,"Loyal, High-Spend - Low Risk"
1548,1,"New, Low-Spend - Elevated Risk"
1549,2,"Loyal, High-Spend - Low Risk"
1550,2,"Loyal, High-Spend - Low Risk"
1551,2,"Loyal, High-Spend - Low Risk"
1552,0,"New, High-Spend - Highest Risk"
1553,2,"Loyal, High-Spend - Low Risk"
1554,0,"New, High-Spend - Highest Risk"
1555,0,"New, High-Spend - Highest Risk"
1556,2,"Loyal, High-Spend - Low Risk"
1557,3,"Loyal, Low-Spend - Lowest Risk"
1558,0,"New, High-Spend - Highest Risk"
1559,0,"New, High-Spend - Highest Risk"
1560,2,"Loyal, High-Spend - Low Risk"
1561,0,"New, High-Spend - Highest Risk"
1562,3,"Loyal, Low-Spend - Lowest Risk"
1563,1,"New, Low-Spend - Elevated Risk"
1564,0,"New, High-Spend - Highest Risk"
1565,0,"New, High-Spend - Highest Risk"
1566,0,"New, High-Spend - Highest Risk"
1567,1,"New, Low-Spend - Elevated Risk"
1568,0,"New, High-Spend - Highest Risk"
1569,0,"New, High-Spend - Highest Risk"
1570,1,"New, Low-Spend - Elevated Risk"
1571,1,"New, Low-Spend - Elevated Risk"
1572,2,"Loyal, High-Spend - Low Risk"
1573,3,"Loyal, Low-Spend - Lowest Risk"
1574,1,"New, Low-Spend - Elevated Risk"
1575,2,"Loyal, High-Spend - Low Risk"
1576,2,"Loyal, High-Spend - Low Risk"
1577,3,"Loyal, Low-Spend - Lowest Risk"
1578,0,"New, High-Spend - Highest Risk"
1579,0,"New, High-Spend - Highest Risk"
1580,2,"Loyal, High-Spend - Low Risk"
1581,2,"Loyal, High-Spend - Low Risk"
1582,1,"New, Low-Spend - Elevated Risk"
1583,2,"Loyal, High-Spend - Low Risk"
1584,2,"Loyal, High-Spend - Low Risk"
1585,2,"Loyal, High-Spend - Low Risk"
1586,2,"Loyal, High-Spend - Low Risk"
1587,3,"Loyal, Low-Spend - Lowest Risk"
1588,3,"Loyal, Low-Spend - Lowest Risk"
1589,0,"New, High-Spend - Highest Risk"
1590,1,"New, Low-Spend - Elevated Risk"
1591,1,"New, Low-Spend - Elevated Risk"
1592,1,"New, Low-Spend - Elevated Risk"
1593,0,"New, High-Spend - Highest Risk"
1594,0,"New, High-Spend - Highest Risk"
1595,1,"New, Low-Spend - Elevated Risk"
1596,0,"New, High-Spend - Highest Risk"
1597,0,"New, High-Spend - Highest Risk"
1598,0,"New, High-Spend - Highest Risk"
1599,2,"Loyal, High-Spend - Low Risk"
1600,3,"Loyal, Low-Spend - Lowest Risk"
1601,1,"New, Low-Spend - Elevated Risk"
1602,2,"Loyal, High-Spend - Low Risk"
1603,2,"Loyal, High-Spend - Low Risk"
1604,3,"Loyal, Low-Spend - Lowest Risk"
1605,0,"New, High-Spend - Highest Risk"
1606,1,"New, Low-Spend - Elevated Risk"
1607,2,"Loyal, High-Spend - Low Risk"
1608,3,"Loyal, Low-Spend - Lowest Risk"
1609,0,"New, High-Spend - Highest Risk"
1610,2,"Loyal, High-Spend - Low Risk"
1611,2,"Loyal, High-Spend - Low Risk"
1612,0,"New, High-Spend - Highest Risk"
1613,3,"Loyal, Low-Spend - Lowest Risk"
1614,0,"New, High-Spend - Highest Risk"
1615,0,"New, High-Spend - Highest Risk"
1616,1,"New, Low-Spend - Elevated Risk"
1617,2,"Loyal, High-Spend - Low Risk"
1618,1,"New, Low-Spend - Elevated Risk"
1619,2,"Loyal, High-Spend - Low Risk"
1620,1,"New, Low-Spend - Elevated Risk"
1621,1,"New, Low-Spend - Elevated Risk"
1622,2,"Loyal, High-Spend - Low Risk"
1623,1,"New, Low-Spend - Elevated Risk"
1624,2,"Loyal, High-Spend - Low Risk"
1625,2,"Loyal, High-Spend - Low Risk"
1626,2,"Loyal, High-Spend - Low Risk"
1627,2,"Loyal, High-Spend - Low Risk"
1628,3,"Loyal, Low-Spend - Lowest Risk"
1629,2,"Loyal, High-Spend - Low Risk"
1630,2,"Loyal, High-Spend - Low Risk"
1631,3,"Loyal, Low-Spend - Lowest Risk"
1632,1,"New, Low-Spend - Elevated Risk"
1633,0,"New, High-Spend - Highest Risk"
1634,0,"New, High-Spend - Highest Risk"
1635,0,"New, High-Spend - Highest Risk"
1636,2,"Loyal, High-Spend - Low Risk"
1637,3,"Loyal, Low-Spend - Lowest Risk"
1638,0,"New, High-Spend - Highest Risk"
1639,0,"New, High-Spend - Highest Risk"
1640,0,"New, High-Spend - Highest Risk"
1641,1,"New, Low-Spend - Elevated Risk"
1642,2,"Loyal, High-Spend - Low Risk"
1643,0,"New, High-Spend - Highest Risk"
1644,1,"New, Low-Spend - Elevated Risk"
1645,1,"New, Low-Spend - Elevated Risk"
1646,3,"Loyal, Low-Spend - Lowest Risk"
1647,0,"New, High-Spend - Highest Risk"
1648,0,"New, High-Spend - Highest Risk"
1649,3,"Loyal, Low-Spend - Lowest Risk"
1650,2,"Loyal, High-Spend - Low Risk"
1651,2,"Loyal, High-Spend - Low Risk"
1652,3,"Loyal, Low-Spend - Lowest Risk"
1653,1,"New, Low-Spend - Elevated Risk"
1654,0,"New, High-Spend - Highest Risk"
1655,0,"New, High-Spend - Highest Risk"
1656,0,"New, High-Spend - Highest Risk"
1657,2,"Loyal, High-Spend - Low Risk"
1658,1,"New, Low-Spend - Elevated Risk"
1659,2,"Loyal, High-Spend - Low Risk"
1660,0,"New, High-Spend - Highest Risk"
1661,3,"Loyal, Low-Spend - Lowest Risk"
1662,3,"Loyal, Low-Spend - Lowest Risk"
1663,0,"New, High-Spend - Highest Risk"
1664,3,"Loyal, Low-Spend - Lowest Risk"
1665,1,"New, Low-Spend - Elevated Risk"
1666,2,"Loyal, High-Spend - Low Risk"
1667,2,"Loyal, High-Spend - Low Risk"
1668,1,"New, Low-Spend - Elevated Risk"
1669,2,"Loyal, High-Spend - Low Risk"
1670,0,"New, High-Spend - Highest Risk"
1671,2,"Loyal, High-Spend - Low Risk"
1672,0,"New, High-Spend - Highest Risk"
1673,3,"Loyal, Low-Spend - Lowest Risk"
1674,0,"New, High-Spend - Highest Risk"
1675,2,"Loyal, High-Spend - Low Risk"
1676,0,"New, High-Spend - Highest Risk"
1677,3,"Loyal, Low-Spend - Lowest Risk"
1678,0,"New, High-Spend - Highest Risk"
1679,3,"Loyal, Low-Spend - Lowest Risk"
1680,1,"New, Low-Spend - Elevated Risk"
1681,3,"Loyal, Low-Spend - Lowest Risk"
1682,0,"New, High-Spend - Highest Risk"
1683,2,"Loyal, High-Spend - Low Risk"
1684,1,"New, Low-Spend - Elevated Risk"
1685,2,"Loyal, High-Spend - Low Risk"
1686,0,"New, High-Spend - Highest Risk"
1687,2,"Loyal, High-Spend - Low Risk"
1688,0,"New, High-Spend - Highest Risk"
1689,3,"Loyal, Low-Spend - Lowest Risk"
1690,2,"Loyal, High-Spend - Low Risk"
1691,1,"New, Low-Spend - Elevated Risk"
1692,3,"Loyal, Low-Spend - Lowest Risk"
1693,2,"Loyal, High-Spend - Low Risk"
1694,1,"New, Low-Spend - Elevated Risk"
1695,0,"New, High-Spend - Highest Risk"
1696,0,"New, High-Spend - Highest Risk"
1697,0,"New, High-Spend - Highest Risk"
1698,0,"New, High-Spend - Highest Risk"
1699,0,"New, High-Spend - Highest Risk"
1700,1,"New, Low-Spend - Elevated Risk"
1701,3,"Loyal, Low-Spend - Lowest Risk"
1702,0,"New, High-Spend - Highest Risk"
1703,1,"New, Low-Spend - Elevated Risk"
1704,2,"Loyal, High-Spend - Low Risk"
1705,2,"Loyal, High-Spend - Low Risk"
1706,2,"Loyal, High-Spend - Low Risk"
1707,1,"New, Low-Spend - Elevated Risk"
1708,2,"Loyal, High-Spend - Low Risk"
1709,1,"New, Low-Spend - Elevated Risk"
1710,0,"New, High-Spend - Highest Risk"
1711,3,"Loyal, Low-Spend - Lowest Risk"
1712,1,"New, Low-Spend - Elevated Risk"
1713,2,"Loyal, High-Spend - Low Risk"
1714,0,"New, High-Spend - Highest Risk"
1715,0,"New, High-Spend - Highest Risk"
1716,2,"Loyal, High-Spend - Low Risk"
1717,0,"New, High-Spend - Highest Risk"
1718,2,"Loyal, High-Spend - Low Risk"
1719,3,"Loyal, Low-Spend - Lowest Risk"
1720,1,"New, Low-Spend - Elevated Risk"
1721,1,"New, Low-Spend - Elevated Risk"
1722,0,"New, High-Spend - Highest Risk"
1723,3,"Loyal, Low-Spend - Lowest Risk"
1724,1,"New, Low-Spend - Elevated Risk"
1725,0,"New, High-Spend - Highest Risk"
1726,0,"New, High-Spend - Highest Risk"
1727,0,"New, High-Spend - Highest Risk"
1728,3,"Loyal, Low-Spend - Lowest Risk"
1729,1,"New, Low-Spend - Elevated Risk"
1730,3,"Loyal, Low-Spend - Lowest Risk"
1731,1,"New, Low-Spend - Elevated Risk"
1732,2,"Loyal, High-Spend - Low Risk"
1733,2,"Loyal, High-Spend - Low Risk"
1734,2,"Loyal, High-Spend - Low Risk"
1735,3,"Loyal, Low-Spend - Lowest Risk"
1736,1,"New, Low-Spend - Elevated Risk"
1737,1,"New, Low-Spend - Elevated Risk"
1738,1,"New, Low-Spend - Elevated Risk"
1739,0,"New, High-Spend - Highest Risk"
1740,0,"New, High-Spend - Highest Risk"
1741,0,"New, High-Spend - Highest Risk"
1742,2,"Loyal, High-Spend - Low Risk"
1743,3,"Loyal, Low-Spend - Lowest Risk"
1744,0,"New, High-Spend - Highest Risk"
1745,0,"New, High-Spend - Highest Risk"
1746,2,"Loyal, High-Spend - Low Risk"
1747,0,"New, High-Spend - Highest Risk"
1748,3,"Loyal, Low-Spend - Lowest Risk"
1749,0,"New, High-Spend - Highest Risk"
1750,3,"Loyal, Low-Spend - Lowest Risk"
1751,2,"Loyal, High-Spend - Low Risk"
1752,1,"New, Low-Spend - Elevated Risk"
1753,1,"New, Low-Spend - Elevated Risk"
1754,3,"Loyal, Low-Spend - Lowest Risk"
1755,0,"New, High-Spend - Highest Risk"
1756,0,"New, High-Spend - Highest Risk"
1757,0,"New, High-Spend - Highest Risk"
1758,0,"New, High-Spend - Highest Risk"
1759,1,"New, Low-Spend - Elevated Risk"
1760,2,"Loyal, High-Spend - Low Risk"
1761,1,"New, Low-Spend - Elevated Risk"
1762,0,"New, High-Spend - Highest Risk"
1763,1,"New, Low-Spend - Elevated Risk"
1764,0,"New, High-Spend - Highest Risk"
1765,0,"New, High-Spend - Highest Risk"
1766,1,"New, Low-Spend - Elevated Risk"
1767,1,"New, Low-Spend - Elevated Risk"
1768,2,"Loyal, High-Spend - Low Risk"
1769,2,"Loyal, High-Spend - Low Risk"
1770,2,"Loyal, High-Spend - Low Risk"
1771,1,"New, Low-Spend - Elevated Risk"
1772,1,"New, Low-Spend - Elevated Risk"
1773,1,"New, Low-Spend - Elevated Risk"
1774,3,"Loyal, Low-Spend - Lowest Risk"
1775,1,"New, Low-Spend - Elevated Risk"
1776,1,"New, Low-Spend - Elevated Risk"
1777,2,"Loyal, High-Spend - Low Risk"
1778,1,"New, Low-Spend - Elevated Risk"
1779,1,"New, Low-Spend - Elevated Risk"
1780,0,"New, High-Spend - Highest Risk"
1781,0,"New, High-Spend - Highest Risk"
1782,2,"Loyal, High-Spend - Low Risk"
1783,0,"New, High-Spend - Highest Risk"
1784,1,"New, Low-Spend - Elevated Risk"
1785,3,"Loyal, Low-Spend - Lowest Risk"
1786,0,"New, High-Spend - Highest Risk"
1787,2,"Loyal, High-Spend - Low Risk"
1788,2,"Loyal, High-Spend - Low Risk"
1789,0,"New, High-Spend - Highest Risk"
1790,0,"New, High-Spend - Highest Risk"
1791,3,"Loyal, Low-Spend - Lowest Risk"
1792,2,"Loyal, High-Spend - Low Risk"
1793,2,"Loyal, High-Spend - Low Risk"
1794,2,"Loyal, High-Spend - Low Risk"
1795,2,"Loyal, High-Spend - Low Risk"
1796,0,"New, High-Spend - Highest Risk"
1797,0,"New, High-Spend - Highest Risk"
1798,1,"New, Low-Spend - Elevated Risk"
1799,0,"New, High-Spend - Highest Risk"
1800,3,"Loyal, Low-Spend - Lowest Risk"
1801,1,"New, Low-Spend - Elevated Risk"
1802,2,"Loyal, High-Spend - Low Risk"
1803,2,"Loyal, High-Spend - Low Risk"
1804,0,"New, High-Spend - Highest Risk"
1805,2,"Loyal, High-Spend - Low Risk"
1806,3,"Loyal, Low-Spend - Lowest Risk"
1807,1,"New, Low-Spend - Elevated Risk"
1808,0,"New, High-Spend - Highest Risk"
1809,0,"New, High-Spend - Highest Risk"
1810,3,"Loyal, Low-Spend - Lowest Risk"
1811,2,"Loyal, High-Spend - Low Risk"
1812,3,"Loyal, Low-Spend - Lowest Risk"
1813,2,"Loyal, High-Spend - Low Risk"
1814,2,"Loyal, High-Spend - Low Risk"
1815,2,"Loyal, High-Spend - Low Risk"
1816,3,"Loyal, Low-Spend - Lowest Risk"
1817,1,"New, Low-Spend - Elevated Risk"
1818,0,"New, High-Spend - Highest Risk"
1819,0,"New, High-Spend - Highest Risk"
1820,1,"New, Low-Spend - Elevated Risk"
1821,3,"Loyal, Low-Spend - Lowest Risk"
1822,2,"Loyal, High-Spend - Low Risk"
1823,1,"New, Low-Spend - Elevated Risk"
1824,3,"Loyal, Low-Spend - Lowest Risk"
1825,3,"Loyal, Low-Spend - Lowest Risk"
1826,1,"New, Low-Spend - Elevated Risk"
1827,1,"New, Low-Spend - Elevated Risk"
1828,2,"Loyal, High-Spend - Low Risk"
1829,0,"New, High-Spend - Highest Risk"
1830,1,"New, Low-Spend - Elevated Risk"
1831,0,"New, High-Spend - Highest Risk"
1832,2,"Loyal, High-Spend - Low Risk"
1833,2,"Loyal, High-Spend - Low Risk"
1834,0,"New, High-Spend - Highest Risk"
1835,0,"New, High-Spend - Highest Risk"
1836,0,"New, High-Spend - Highest Risk"
1837,2,"Loyal, High-Spend - Low Risk"
1838,3,"Loyal, Low-Spend - Lowest Risk"
1839,2,"Loyal, High-Spend - Low Risk"
1840,3,"Loyal, Low-Spend - Lowest Risk"
1841,0,"New, High-Spend - Highest Risk"
1842,1,"New, Low-Spend - Elevated Risk"
1843,0,"New, High-Spend - Highest Risk"
1844,2,"Loyal, High-Spend - Low Risk"
1845,1,"New, Low-Spend - Elevated Risk"
1846,2,"Loyal, High-Spend - Low Risk"
1847,2,"Loyal, High-Spend - Low Risk"
1848,0,"New, High-Spend - Highest Risk"
1849,0,"New, High-Spend - Highest Risk"
1850,0,"New, High-Spend - Highest Risk"
1851,0,"New, High-Spend - Highest Risk"
1852,3,"Loyal, Low-Spend - Lowest Risk"
1853,3,"Loyal, Low-Spend - Lowest Risk"
1854,0,"New, High-Spend - Highest Risk"
1855,0,"New, High-Spend - Highest Risk"
1856,0,"New, High-Spend - Highest Risk"
1857,1,"New, Low-Spend - Elevated Risk"
1858,1,"New, Low-Spend - Elevated Risk"
1859,2,"Loyal, High-Spend - Low Risk"
1860,2,"Loyal, High-Spend - Low Risk"
1861,3,"Loyal, Low-Spend - Lowest Risk"
1862,0,"New, High-Spend - Highest Risk"
1863,3,"Loyal, Low-Spend - Lowest Risk"
1864,0,"New, High-Spend - Highest Risk"
1865,1,"New, Low-Spend - Elevated Risk"
1866,0,"New, High-Spend - Highest Risk"
1867,1,"New, Low-Spend - Elevated Risk"
1868,1,"New, Low-Spend - Elevated Risk"
1869,0,"New, High-Spend - Highest Risk"
1870,0,"New, High-Spend - Highest Risk"
1871,0,"New, High-Spend - Highest Risk"
1872,3,"Loyal, Low-Spend - Lowest Risk"
1873,1,"New, Low-Spend - Elevated Risk"
1874,0,"New, High-Spend - Highest Risk"
1875,3,"Loyal, Low-Spend - Lowest Risk"
1876,2,"Loyal, High-Spend - Low Risk"
1877,3,"Loyal, Low-Spend - Lowest Risk"
1878,3,"Loyal, Low-Spend - Lowest Risk"
1879,2,"Loyal, High-Spend - Low Risk"
1880,3,"Loyal, Low-Spend - Lowest Risk"
1881,2,"Loyal, High-Spend - Low Risk"
1882,1,"New, Low-Spend - Elevated Risk"
1883,0,"New, High-Spend - Highest Risk"
1884,3,"Loyal, Low-Spend - Lowest Risk"
1885,1,"New, Low-Spend - Elevated Risk"
1886,1,"New, Low-Spend - Elevated Risk"
1887,3,"Loyal, Low-Spend - Lowest Risk"
1888,0,"New, High-Spend - Highest Risk"
1889,3,"Loyal, Low-Spend - Lowest Risk"
1890,3,"Loyal, Low-Spend - Lowest Risk"
1891,2,"Loyal, High-Spend - Low Risk"
1892,2,"Loyal, High-Spend - Low Risk"
1893,1,"New, Low-Spend - Elevated Risk"
1894,2,"Loyal, High-Spend - Low Risk"
1895,2,"Loyal, High-Spend - Low Risk"
1896,0,"New, High-Spend - Highest Risk"
1897,0,"New, High-Spend - Highest Risk"
1898,0,"New, High-Spend - Highest Risk"
1899,0,"New, High-Spend - Highest Risk"
1900,3,"Loyal, Low-Spend - Lowest Risk"
1901,1,"New, Low-Spend - Elevated Risk"
1902,0,"New, High-Spend - Highest Risk"
1903,0,"New, High-Spend - Highest Risk"
1904,2,"Loyal, High-Spend - Low Risk"
1905,0,"New, High-Spend - Highest Risk"
1906,3,"Loyal, Low-Spend - Lowest Risk"
1907,1,"New, Low-Spend - Elevated Risk"
1908,2,"Loyal, High-Spend - Low Risk"
1909,0,"New, High-Spend - Highest Risk"
1910,3,"Loyal, Low-Spend - Lowest Risk"
1911,1,"New, Low-Spend - Elevated Risk"
1912,1,"New, Low-Spend - Elevated Risk"
1913,1,"New, Low-Spend - Elevated Risk"
1914,3,"Loyal, Low-Spend - Lowest Risk"
1915,2,"Loyal, High-Spend - Low Risk"
1916,2,"Loyal, High-Spend - Low Risk"
1917,2,"Loyal, High-Spend - Low Risk"
1918,0,"New, High-Spend - Highest Risk"
1919,2,"Loyal, High-Spend - Low Risk"
1920,0,"New, High-Spend - Highest Risk"
1921,0,"New, High-Spend - Highest Risk"
1922,0,"New, High-Spend - Highest Risk"
1923,2,"Loyal, High-Spend - Low Risk"
1924,2,"Loyal, High-Spend - Low Risk"
1925,2,"Loyal, High-Spend - Low Risk"
1926,2,"Loyal, High-Spend - Low Risk"
1927,2,"Loyal, High-Spend - Low Risk"
1928,1,"New, Low-Spend - Elevated Risk"
1929,1,"New, Low-Spend - Elevated Risk"
1930,1,"New, Low-Spend - Elevated Risk"
1931,2,"Loyal, High-Spend - Low Risk"
1932,1,"New, Low-Spend - Elevated Risk"
1933,3,"Loyal, Low-Spend - Lowest Risk"
1934,0,"New, High-Spend - Highest Risk"
1935,1,"New, Low-Spend - Elevated Risk"
1936,0,"New, High-Spend - Highest Risk"
1937,2,"Loyal, High-Spend - Low Risk"
1938,1,"New, Low-Spend - Elevated Risk"
1939,0,"New, High-Spend - Highest Risk"
1940,3,"Loyal, Low-Spend - Lowest Risk"
1941,3,"Loyal, Low-Spend - Lowest Risk"
1942,2,"Loyal, High-Spend - Low Risk"
1943,0,"New, High-Spend - Highest Risk"
1944,2,"Loyal, High-Spend - Low Risk"
1945,0,"New, High-Spend - Highest Risk"
1946,0,"New, High-Spend - Highest Risk"
1947,2,"Loyal, High-Spend - Low Risk"
1948,2,"Loyal, High-Spend - Low Risk"
1949,2,"Loyal, High-Spend - Low Risk"
1950,1,"New, Low-Spend - Elevated Risk"
1951,2,"Loyal, High-Spend - Low Risk"
1952,3,"Loyal, Low-Spend - Lowest Risk"
1953,1,"New, Low-Spend - Elevated Risk"
1954,2,"Loyal, High-Spend - Low Risk"
1955,1,"New, Low-Spend - Elevated Risk"
1956,2,"Loyal, High-Spend - Low Risk"
1957,3,"Loyal, Low-Spend - Lowest Risk"
1958,1,"New, Low-Spend - Elevated Risk"
1959,0,"New, High-Spend - Highest Risk"
1960,2,"Loyal, High-Spend - Low Risk"
1961,2,"Loyal, High-Spend - Low Risk"
1962,1,"New, Low-Spend - Elevated Risk"
1963,0,"New, High-Spend - Highest Risk"
1964,1,"New, Low-Spend - Elevated Risk"
1965,0,"New, High-Spend - Highest Risk"
1966,0,"New, High-Spend - Highest Risk"
1967,2,"Loyal, High-Spend - Low Risk"
1968,2,"Loyal, High-Spend - Low Risk"
1969,0,"New, High-Spend - Highest Risk"
1970,2,"Loyal, High-Spend - Low Risk"
1971,2,"Loyal, High-Spend - Low Risk"
1972,3,"Loyal, Low-Spend - Lowest Risk"
1973,3,"Loyal, Low-Spend - Lowest Risk"
1974,0,"New, High-Spend - Highest Risk"
1975,0,"New, High-Spend - Highest Risk"
1976,2,"Loyal, High-Spend - Low Risk"
1977,0,"New, High-Spend - Highest Risk"
1978,1,"New, Low-Spend - Elevated Risk"
1979,2,"Loyal, High-Spend - Low Risk"
1980,0,"New, High-Spend - Highest Risk"
1981,3,"Loyal, Low-Spend - Lowest Risk"
1982,2,"Loyal, High-Spend - Low Risk"
1983,2,"Loyal, High-Spend - Low Risk"
1984,3,"Loyal, Low-Spend - Lowest Risk"
1985,0,"New, High-Spend - Highest Risk"
1986,1,"New, Low-Spend - Elevated Risk"
1987,2,"Loyal, High-Spend - Low Risk"
1988,1,"New, Low-Spend - Elevated Risk"
1989,0,"New, High-Spend - Highest Risk"
1990,2,"Loyal, High-Spend - Low Risk"
1991,1,"New, Low-Spend - Elevated Risk"
1992,0,"New, High-Spend - Highest Risk"
1993,2,"Loyal, High-Spend - Low Risk"
1994,2,"Loyal, High-Spend - Low Risk"
1995,1,"New, Low-Spend - Elevated Risk"
1996,1,"New, Low-Spend - Elevated Risk"
1997,0,"New, High-Spend - Highest Risk"
1998,2,"Loyal, High-Spend - Low Risk"
1999,1,"New, Low-Spend - Elevated Risk"
2000,0,"New, High-Spend - Highest Risk"
2001,2,"Loyal, High-Spend - Low Risk"
2002,3,"Loyal, Low-Spend - Lowest Risk"
2003,0,"New, High-Spend - Highest Risk"
2004,0,"New, High-Spend - Highest Risk"
2005,0,"New, High-Spend - Highest Risk"
2006,0,"New, High-Spend - Highest Risk"
2007,1,"New, Low-Spend - Elevated Risk"
2008,3,"Loyal, Low-Spend - Lowest Risk"
2009,2,"Loyal, High-Spend - Low Risk"
2010,2,"Loyal, High-Spend - Low Risk"
2011,3,"Loyal, Low-Spend - Lowest Risk"
2012,1,"New, Low-Spend - Elevated Risk"
2013,3,"Loyal, Low-Spend - Lowest Risk"
2014,1,"New, Low-Spend - Elevated Risk"
2015,0,"New, High-Spend - Highest Risk"
2016,2,"Loyal, High-Spend - Low Risk"
2017,1,"New, Low-Spend - Elevated Risk"
2018,1,"New, Low-Spend - Elevated Risk"
2019,0,"New, High-Spend - Highest Risk"
2020,2,"Loyal, High-Spend - Low Risk"
2021,0,"New, High-Spend - Highest Risk"
2022,2,"Loyal, High-Spend - Low Risk"
2023,1,"New, Low-Spend - Elevated Risk"
2024,1,"New, Low-Spend - Elevated Risk"
2025,3,"Loyal, Low-Spend - Lowest Risk"
2026,1,"New, Low-Spend - Elevated Risk"
2027,0,"New, High-Spend - Highest Risk"
2028,1,"New, Low-Spend - Elevated Risk"
2029,1,"New, Low-Spend - Elevated Risk"
2030,2,"Loyal, High-Spend - Low Risk"
2031,1,"New, Low-Spend - Elevated Risk"
2032,0,"New, High-Spend - Highest Risk"
2033,2,"Loyal, High-Spend - Low Risk"
2034,3,"Loyal, Low-Spend - Lowest Risk"
2035,1,"New, Low-Spend - Elevated Risk"
2036,1,"New, Low-Spend - Elevated Risk"
2037,0,"New, High-Spend - Highest Risk"
2038,1,"New, Low-Spend - Elevated Risk"
2039,3,"Loyal, Low-Spend - Lowest Risk"
2040,1,"New, Low-Spend - Elevated Risk"
2041,1,"New, Low-Spend - Elevated Risk"
2042,0,"New, High-Spend - Highest Risk"
2043,2,"Loyal, High-Spend - Low Risk"
2044,1,"New, Low-Spend - Elevated Risk"
2045,3,"Loyal, Low-Spend - Lowest Risk"
2046,0,"New, High-Spend - Highest Risk"
2047,3,"Loyal, Low-Spend - Lowest Risk"
2048,0,"New, High-Spend - Highest Risk"
2049,1,"New, Low-Spend - Elevated Risk"
2050,2,"Loyal, High-Spend - Low Risk"
2051,1,"New, Low-Spend - Elevated Risk"
2052,2,"Loyal, High-Spend - Low Risk"
2053,3,"Loyal, Low-Spend - Lowest Risk"
2054,0,"New, High-Spend - Highest Risk"
2055,1,"New, Low-Spend - Elevated Risk"
2056,2,"Loyal, High-Spend - Low Risk"
2057,2,"Loyal, High-Spend - Low Risk"
2058,3,"Loyal, Low-Spend - Lowest Risk"
2059,0,"New, High-Spend - Highest Risk"
2060,0,"New, High-Spend - Highest Risk"
2061,2,"Loyal, High-Spend - Low Risk"
2062,3,"Loyal, Low-Spend - Lowest Risk"
2063,2,"Loyal, High-Spend - Low Risk"
2064,2,"Loyal, High-Spend - Low Risk"
2065,1,"New, Low-Spend - Elevated Risk"
2066,3,"Loyal, Low-Spend - Lowest Risk"
2067,1,"New, Low-Spend - Elevated Risk"
2068,0,"New, High-Spend - Highest Risk"
2069,3,"Loyal, Low-Spend - Lowest Risk"
2070,0,"New, High-Spend - Highest Risk"
2071,1,"New, Low-Spend - Elevated Risk"
2072,1,"New, Low-Spend - Elevated Risk"
2073,2,"Loyal, High-Spend - Low Risk"
2074,2,"Loyal, High-Spend - Low Risk"
2075,0,"New, High-Spend - Highest Risk"
2076,1,"New, Low-Spend - Elevated Risk"
2077,0,"New, High-Spend - Highest Risk"
2078,2,"Loyal, High-Spend - Low Risk"
2079,0,"New, High-Spend - Highest Risk"
2080,2,"Loyal, High-Spend - Low Risk"
2081,2,"Loyal, High-Spend - Low Risk"
2082,1,"New, Low-Spend - Elevated Risk"
2083,0,"New, High-Spend - Highest Risk"
2084,1,"New, Low-Spend - Elevated Risk"
2085,2,"Loyal, High-Spend - Low Risk"
2086,0,"New, High-Spend - Highest Risk"
2087,1,"New, Low-Spend - Elevated Risk"
2088,2,"Loyal, High-Spend - Low Risk"
2089,2,"Loyal, High-Spend - Low Risk"
2090,0,"New, High-Spend - Highest Risk"
2091,1,"New, Low-Spend - Elevated Risk"
2092,2,"Loyal, High-Spend - Low Risk"
2093,1,"New, Low-Spend - Elevated Risk"
2094,0,"New, High-Spend - Highest Risk"
2095,3,"Loyal, Low-Spend - Lowest Risk"
2096,0,"New, High-Spend - Highest Risk"
2097,3,"Loyal, Low-Spend - Lowest Risk"
2098,0,"New, High-Spend - Highest Risk"
2099,1,"New, Low-Spend - Elevated Risk"
