row_id,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year
1658,0,0,0,4,1,1,1,51,0,1,0,0
1659,1,0,1,58,1,1,0,75,0,0,0,1
1660,0,0,1,21,0,1,0,56,1,1,0,0
1661,1,0,1,60,1,1,1,20,0,1,0,0
1662,0,0,0,43,1,0,1,26,0,1,0,0
1663,1,1,0,36,1,1,1,85,1,1,0,0
1664,0,1,0,57,0,1,1,55,0,1,0,0
1665,1,0,0,24,1,1,1,55,0,1,0,0
1666,1,0,1,68,1,0,0,105,0,0,0,1
1667,1,0,0,72,1,1,0,95,0,0,1,0
1668,1,0,0,9,0,1,1,40,0,1,0,0
1669,1,0,1,66,1,1,1,80,0,1,0,0
1670,0,0,0,8,1,0,0,74,0,1,0,0
1671,0,0,1,50,1,0,1,103,0,0,1,0
1672,0,0,0,10,1,1,0,76,0,0,0,1
1673,1,0,0,54,0,1,1,30,0,1,0,0
1674,0,0,0,1,1,1,0,80,1,0,0,1
1675,1,0,0,71,1,0,1,109,0,1,0,0
1676,1,0,1,4,1,1,1,101,1,1,0,0
1677,1,0,0,33,1,1,0,55,0,0,0,1
1678,1,1,0,10,1,1,1,87,1,0,1,0
1679,0,0,0,72,0,0,0,49,0,1,0,0
1680,0,1,0,1,1,1,0,21,1,0,1,0
1681,0,0,0,67,1,1,0,26,0,0,0,1
1682,0,0,0,22,1,1,0,80,0,0,0,1
1683,1,0,0,62,1,0,0,97,1,0,0,1
1684,0,1,0,21,0,1,0,42,1,1,0,0
1685,0,0,1,68,1,0,1,112,0,1,0,0
1686,1,0,0,7,1,1,0,98,1,1,0,0
1687,0,0,0,58,1,1,0,80,0,0,1,0
1688,0,0,1,23,1,0,0,84,0,0,0,1
1689,1,1,0,71,1,0,0,24,0,1,0,0
1690,0,0,0,41,1,1,1,86,0,1,0,0
1691,0,0,1,0,0,0,0,56,0,0,0,1
1692,1,0,0,61,0,0,0,62,0,0,1,0
1693,0,0,1,46,1,1,1,100,0,0,0,1
1694,0,0,0,6,1,0,0,21,0,1,0,0
1695,1,0,0,7,1,1,0,94,1,0,1,0
1696,1,0,0,21,1,1,1,74,0,1,0,0
1697,0,1,0,13,1,0,0,95,1,0,0,1
1698,0,0,1,22,1,1,1,83,1,0,0,1
1699,0,0,0,26,1,0,0,69,0,0,1,0
1700,1,0,0,4,0,0,0,42,0,0,0,1
1701,0,0,1,63,1,1,1,20,0,0,1,0
1702,1,1,0,5,1,1,1,80,1,1,0,0
1703,0,0,0,6,1,0,0,20,0,1,0,0
1704,0,0,0,55,1,1,1,94,0,1,0,0
1705,1,0,1,51,1,1,1,76,0,1,0,0
1706,0,0,1,56,1,1,1,69,0,0,0,1
1707,1,0,0,18,1,0,1,20,0,1,0,0
1708,1,0,0,72,1,0,0,106,0,1,0,0
1709,0,0,1,19,1,1,0,50,0,0,0,1
1710,1,1,0,22,1,1,1,97,1,1,0,0
1711,0,0,0,41,0,1,0,35,0,0,0,1
1712,1,0,1,5,1,1,0,19,0,0,1,0
1713,0,0,0,57,1,1,0,74,0,1,0,0
1714,1,1,0,29,1,1,0,101,0,0,1,0
1715,0,0,1,33,1,0,0,94,1,0,0,1
1716,0,0,0,72,1,0,0,98,0,1,0,0
1717,1,0,0,31,1,0,0,89,0,0,0,1
1718,1,1,0,52,1,0,0,104,0,0,1,0
1719,1,0,1,35,1,0,1,20,0,1,0,0
1720,0,0,1,7,1,0,1,20,0,1,0,0
1721,0,0,0,22,1,0,1,55,0,1,0,0
1722,1,0,0,6,1,0,0,75,1,0,1,0
1723,0,0,0,60,0,0,0,38,0,0,0,1
1724,1,0,1,24,1,1,1,20,0,1,0,0
1725,0,1,0,31,1,1,1,74,0,1,0,0
1726,1,0,0,26,1,1,0,86,0,1,0,0
1727,1,0,1,1,1,1,0,70,1,1,0,0
1728,1,0,1,40,1,0,0,20,0,0,0,1
1729,1,0,1,10,1,1,1,20,0,0,1,0
1730,0,0,1,70,1,1,0,19,0,1,0,0
1731,1,0,0,3,1,0,1,55,1,1,0,0
1732,1,1,0,46,1,1,1,85,1,0,1,0
1733,1,0,0,59,1,0,0,110,1,1,0,0
1734,0,1,0,48,1,0,0,71,0,1,0,0
1735,1,0,0,59,1,1,1,19,1,0,0,1
1736,0,0,0,29,0,0,0,31,1,1,0,0
1737,0,1,0,8,1,0,0,20,1,1,0,0
1738,0,0,1,9,1,1,1,20,0,0,1,0
1739,0,0,0,8,1,0,1,58,0,1,0,0
1740,0,0,0,28,1,0,0,90,1,1,0,0
1741,0,0,1,20,1,1,0,76,0,1,0,0
1742,0,1,0,56,1,0,1,105,1,1,0,0
1743,0,0,0,49,0,1,0,41,0,0,0,1
1744,0,0,0,5,1,0,1,89,1,0,1,0
1745,0,0,0,18,1,0,0,90,1,0,0,1
1746,1,0,1,71,1,1,1,90,0,0,0,1
1747,1,0,0,20,1,1,1,89,1,1,0,0
1748,1,0,0,40,0,0,0,42,1,0,0,1
1749,0,0,0,18,1,1,1,61,0,1,0,0
1750,0,0,1,38,1,0,1,20,0,0,0,1
1751,0,1,0,67,1,1,1,106,0,1,0,0
1752,0,0,1,17,1,0,0,55,0,0,1,0
1753,1,0,0,1,0,1,1,35,1,0,0,1
1754,1,0,0,68,1,0,0,25,0,0,1,0
1755,1,0,0,35,1,0,0,83,0,1,0,0
1756,0,0,0,3,1,0,0,76,1,0,1,0
1757,0,0,0,8,1,0,1,90,0,0,0,1
1758,1,0,0,29,1,0,0,71,0,0,0,1
1759,0,0,0,2,0,0,0,35,1,1,0,0
1760,0,1,0,53,1,1,0,74,0,0,1,0
1761,1,0,1,1,0,1,0,25,1,0,0,1
1762,0,0,0,7,1,1,1,75,0,1,0,0
1763,0,0,1,4,1,0,0,20,0,1,0,0
1764,0,0,0,29,1,1,0,76,0,0,0,1
1765,0,0,0,3,1,1,1,75,1,0,1,0
1766,0,1,0,1,0,0,0,26,1,0,1,0
1767,1,0,0,7,0,1,1,35,0,0,0,1
1768,0,0,0,52,1,0,0,111,1,0,1,0
1769,1,0,1,72,1,1,1,92,0,1,0,0
1770,1,0,0,55,1,1,1,97,1,1,0,0
1771,1,0,0,1,1,0,1,20,0,1,0,0
1772,0,0,0,6,1,0,1,20,0,1,0,0
1773,0,0,1,29,1,0,0,20,0,0,0,1
1774,1,0,1,42,0,0,0,48,0,1,0,0
1775,0,0,0,30,0,1,1,40,0,0,0,1
1776,1,0,0,1,1,1,0,51,1,0,0,1
1777,1,0,0,72,1,1,0,86,0,1,0,0
1778,0,0,0,4,1,1,0,51,1,0,0,1
1779,1,0,1,1,0,0,1,25,0,1,0,0
1780,0,0,0,1,1,0,0,69,1,0,1,0
1781,1,0,0,1,1,1,1,74,1,0,1,0
1782,1,0,0,62,1,1,0,80,0,1,0,0
1783,0,0,0,15,1,0,1,101,1,1,0,0
1784,1,0,1,1,1,0,0,19,0,1,0,0
1785,0,0,0,68,1,1,0,20,0,0,0,1
1786,0,0,0,7,1,0,1,75,0,1,0,0
1787,0,0,0,72,1,1,1,88,0,0,1,0
1788,1,0,0,72,1,0,0,87,0,0,0,1
1789,0,0,0,30,1,0,0,94,1,1,0,0
1790,1,0,0,1,1,0,1,84,1,1,0,0
1791,0,0,0,39,0,0,0,41,0,0,1,0
1792,1,0,0,62,1,1,0,92,0,1,0,0
1793,0,0,0,53,1,1,0,109,0,0,0,1
1794,1,0,0,66,1,1,0,104,1,0,0,1
1795,0,1,1,59,1,1,1,89,0,1,0,0
1796,1,0,0,15,1,1,0,96,0,1,0,0
1797,1,0,0,9,1,0,0,96,1,0,0,1
1798,0,0,0,32,0,1,0,30,0,0,1,0
1799,0,0,1,17,1,1,1,65,1,1,0,0
1800,1,0,1,55,1,0,0,55,0,1,0,0
1801,1,0,0,17,0,0,1,26,0,1,0,0
1802,0,1,0,69,1,0,0,87,0,0,0,1
1803,1,0,0,66,1,0,0,75,0,0,0,1
1804,1,1,0,16,1,0,0,74,0,1,0,0
1805,1,0,1,70,1,1,0,80,0,0,0,1
1806,0,0,0,50,1,1,0,19,0,0,0,1
1807,0,0,0,3,1,0,1,20,0,1,0,0
1808,1,0,0,17,1,1,1,66,0,1,0,0
1809,1,0,1,20,1,1,1,97,0,1,0,0
1810,1,0,1,71,1,1,1,20,0,0,1,0
1811,0,0,0,34,1,1,1,105,0,1,0,0
1812,0,0,1,43,1,0,1,25,0,0,1,0
1813,1,1,0,50,1,0,0,102,0,1,0,0
1814,0,0,1,41,1,0,0,102,0,0,0,1
1815,1,0,0,54,1,0,0,80,0,0,0,1
1816,0,0,0,64,1,0,0,19,0,1,0,0
1817,1,0,1,31,1,1,1,54,0,0,0,1
1818,1,1,0,11,1,1,1,78,0,1,0,0
1819,0,0,0,4,1,0,0,86,1,0,0,1
1820,0,0,1,21,0,0,0,53,0,1,0,0
1821,0,0,1,35,1,1,1,24,0,1,0,0
1822,0,0,1,58,1,1,1,99,0,1,0,0
1823,1,0,1,20,1,0,1,20,0,1,0,0
1824,0,0,0,60,1,0,0,25,0,0,0,1
1825,0,0,1,41,1,1,0,20,0,1,0,0
1826,0,0,0,15,1,1,1,51,0,1,0,0
1827,1,0,0,1,1,0,0,44,0,1,0,0
1828,1,0,0,66,1,1,0,100,1,0,1,0
1829,0,1,1,1,1,1,1,69,1,1,0,0
1830,1,0,1,2,1,0,0,44,0,0,0,1
1831,0,0,0,32,1,1,0,84,1,1,0,0
1832,0,1,0,72,1,0,0,78,0,1,0,0
1833,1,0,0,62,1,0,0,96,0,1,0,0
1834,1,1,0,9,1,0,0,80,0,1,0,0
1835,1,0,0,4,1,0,0,86,0,1,0,0
1836,1,0,1,30,1,0,1,82,0,1,0,0
1837,1,0,0,40,1,0,0,104,1,1,0,0
1838,1,0,1,33,1,1,1,20,0,1,0,0
1839,1,0,0,63,1,1,0,80,0,0,0,1
1840,0,0,1,64,1,1,1,20,0,0,0,1
1841,1,0,0,5,1,1,0,97,0,0,1,0
1842,0,0,0,7,1,0,0,20,1,1,0,0
1843,1,0,0,10,1,0,0,80,0,0,0,1
1844,0,0,1,63,1,0,0,101,1,0,1,0
1845,1,0,1,20,0,0,0,39,0,0,1,0
1846,0,0,0,38,1,0,0,84,0,0,1,0
1847,0,1,0,66,1,0,0,108,0,0,0,1
1848,1,0,0,13,1,0,0,91,1,0,1,0
1849,0,0,0,24,1,0,0,66,0,1,0,0
1850,1,1,0,23,1,1,0,104,0,1,0,0
1851,0,1,1,32,1,0,0,91,0,1,0,0
1852,0,0,1,51,0,0,0,60,0,1,0,0
1853,0,0,0,40,1,0,0,19,0,1,0,0
1854,0,0,0,22,1,0,0,59,0,1,0,0
1855,1,0,1,1,1,0,0,70,0,0,0,1
1856,0,1,0,6,1,0,0,89,0,1,0,0
1857,1,0,0,1,1,0,0,20,1,0,0,1
1858,0,0,0,4,1,0,1,20,0,1,0,0
1859,0,0,0,60,1,0,1,106,1,1,0,0
1860,1,1,0,72,0,0,0,65,0,0,0,1
1861,0,0,0,42,1,0,0,60,0,1,0,0
1862,0,0,0,2,1,0,0,62,0,1,0,0
1863,1,0,0,69,0,1,0,60,0,0,1,0
1864,1,0,0,2,1,0,0,86,1,0,1,0
1865,0,1,0,1,0,1,1,36,1,0,1,0
1866,1,0,0,31,1,1,1,66,0,0,1,0
1867,1,0,1,16,1,0,1,20,0,1,0,0
1868,0,0,0,15,1,0,0,20,0,1,0,0
1869,0,0,1,2,1,1,0,94,1,0,0,1
1870,0,1,0,17,1,0,0,93,0,1,0,0
1871,1,0,1,6,1,1,1,94,1,1,0,0
1872,0,0,1,61,1,0,0,60,0,0,0,1
1873,0,0,0,1,1,0,0,19,0,0,0,1
1874,1,0,0,19,1,1,0,88,0,0,0,1
1875,1,0,1,44,0,1,1,54,0,0,0,1
1876,0,0,0,70,1,1,1,112,0,0,1,0
1877,1,0,1,63,1,1,0,25,0,0,0,1
1878,0,0,1,58,1,0,0,44,0,1,0,0
1879,0,0,0,53,1,0,1,74,0,1,0,0
1880,1,0,0,59,0,1,1,44,0,1,0,0
1881,1,0,0,69,1,0,0,104,1,1,0,0
1882,1,0,0,26,1,0,0,49,0,1,0,0
1883,1,0,1,23,1,1,1,57,0,1,0,0
1884,0,0,0,42,1,0,0,55,0,0,1,0
1885,0,1,0,1,1,0,0,51,1,1,0,0
1886,0,0,0,6,0,0,0,48,1,0,0,1
1887,1,0,0,58,1,1,1,21,0,1,0,0
1888,1,0,0,3,1,0,0,102,1,0,1,0
1889,0,0,0,41,1,0,0,20,0,1,0,0
1890,0,0,0,58,1,0,0,61,0,1,0,0
1891,1,1,0,51,1,0,0,94,1,1,0,0
1892,0,0,0,64,1,0,0,111,0,1,0,0
1893,0,0,1,19,1,1,0,26,0,1,0,0
1894,1,0,1,60,1,0,0,79,0,1,0,0
1895,1,0,1,69,1,1,0,114,0,0,0,1
1896,0,0,1,3,1,1,0,81,0,1,0,0
1897,1,0,0,7,1,0,0,95,1,1,0,0
1898,0,0,0,19,1,0,1,73,1,1,0,0
1899,0,0,0,1,1,0,1,77,1,1,0,0
1900,0,0,0,62,1,0,0,24,0,0,0,1
1901,0,0,0,1,1,0,0,50,1,0,1,0
1902,1,1,0,1,1,1,0,74,1,0,0,1
1903,0,0,0,28,1,0,1,60,0,1,0,0
1904,1,0,0,69,1,1,1,92,0,1,0,0
1905,1,1,0,30,1,1,0,80,1,0,1,0
1906,0,1,0,40,0,0,0,39,1,0,1,0
1907,0,0,0,1,1,0,0,20,0,1,0,0
1908,1,0,0,45,1,0,0,101,1,0,0,1
1909,1,0,1,22,1,0,0,79,0,0,1,0
1910,0,0,1,47,1,0,0,20,0,1,0,0
1911,0,0,0,2,1,1,1,20,0,0,0,1
1912,0,0,0,13,0,0,0,35,1,0,1,0
1913,0,0,0,20,1,1,1,19,0,0,1,0
1914,1,0,0,48,1,1,0,19,0,1,0,0
1915,1,0,0,67,1,0,0,101,0,1,0,0
1916,1,0,0,70,1,1,1,99,0,1,0,0
1917,0,0,0,64,1,1,0,99,0,0,0,1
1918,0,0,0,34,1,0,0,98,1,1,0,0
1919,0,0,0,72,1,0,0,91,0,1,0,0
1920,0,0,1,23,1,0,0,70,0,1,0,0
1921,0,1,0,15,1,1,0,89,0,0,0,1
1922,1,0,0,22,1,1,0,101,1,1,0,0
1923,1,0,1,41,1,0,0,70,0,0,0,1
1924,0,0,0,68,1,1,1,82,0,1,0,0
1925,0,0,1,70,1,1,0,106,0,0,0,1
1926,1,0,1,71,1,1,1,87,0,1,0,0
1927,1,0,1,71,1,1,1,85,0,1,0,0
1928,1,0,0,1,1,0,0,44,0,1,0,0
1929,1,0,0,1,1,0,1,55,1,1,0,0
1930,1,0,1,3,1,0,0,21,0,1,0,0
1931,0,0,0,40,1,1,1,93,0,0,1,0
1932,0,0,0,3,0,0,0,51,1,1,0,0
1933,0,0,0,67,1,0,0,26,0,0,1,0
1934,0,0,0,18,1,0,1,75,0,1,0,0
1935,0,0,1,20,1,0,0,20,0,0,1,0
1936,0,0,0,3,1,0,0,74,1,0,1,0
1937,1,0,0,71,1,0,0,116,0,0,0,1
1938,0,0,0,25,0,0,0,34,1,1,0,0
1939,0,1,0,32,1,0,0,91,0,1,0,0
1940,1,0,1,46,1,1,0,20,0,0,1,0
1941,0,0,1,68,1,0,0,19,0,1,0,0
1942,0,0,1,48,1,0,0,80,0,0,0,1
1943,0,0,1,2,1,1,0,70,1,1,0,0
1944,1,0,0,56,1,0,0,93,0,1,0,0
1945,1,0,0,5,1,0,0,79,1,0,0,1
1946,0,0,0,3,1,1,1,75,0,1,0,0
1947,0,0,1,64,1,1,1,93,0,0,1,0
1948,1,0,1,47,1,0,1,90,0,1,0,0
1949,1,0,0,63,1,1,1,67,0,0,0,1
1950,1,0,0,27,1,1,1,19,0,1,0,0
1951,0,1,1,47,1,0,0,71,1,1,0,0
1952,0,0,0,59,1,1,1,24,0,1,0,0
1953,1,0,1,4,1,0,1,19,0,1,0,0
1954,0,0,0,72,1,1,1,115,0,1,0,0
1955,0,0,0,13,1,1,1,55,0,1,0,0
1956,1,1,1,66,1,1,1,108,0,0,0,1
1957,0,0,0,42,1,1,0,21,0,1,0,0
1958,0,0,0,10,1,1,1,20,0,1,0,0
1959,0,1,0,15,1,0,0,74,1,1,0,0
1960,0,0,0,45,1,1,1,95,0,1,0,0
1961,0,0,0,48,1,1,0,74,0,0,1,0
1962,0,0,0,1,0,0,1,25,0,0,1,0
1963,0,0,0,27,1,0,1,76,0,1,0,0
1964,1,0,0,5,1,0,0,19,1,0,1,0
1965,1,0,1,23,1,0,0,87,0,1,0,0
1966,1,1,1,11,1,1,0,75,0,1,0,0
1967,0,1,0,35,1,1,0,102,0,0,1,0
1968,1,0,0,67,1,0,1,89,0,0,1,0
1969,1,0,1,33,1,0,0,75,0,0,0,1
1970,1,0,1,72,1,0,1,114,0,1,0,0
1971,0,0,0,67,1,0,0,110,0,0,1,0
1972,0,0,0,33,1,1,1,20,0,1,0,0
1973,0,0,0,47,1,0,0,59,0,0,0,1
1974,1,1,0,13,1,1,1,98,1,1,0,0
1975,1,0,1,18,1,0,0,83,0,0,0,1
1976,0,0,0,72,1,1,1,112,0,1,0,0
1977,0,1,0,11,1,1,1,90,1,1,0,0
1978,1,1,0,7,0,0,0,44,0,0,0,1
1979,0,0,0,59,1,0,0,99,0,0,0,1
1980,0,1,1,32,1,1,1,100,0,1,0,0
1981,0,0,0,67,1,1,1,25,0,1,0,0
1982,0,0,0,51,1,0,0,88,0,1,0,0
1983,0,1,0,59,1,1,0,94,0,0,1,0
1984,0,0,1,48,0,1,1,39,0,1,0,0
1985,0,1,0,1,1,0,0,71,1,1,0,0
1986,1,0,0,23,1,1,1,19,0,0,0,1
1987,1,0,1,38,1,0,1,95,1,1,0,0
1988,1,0,1,19,1,1,1,20,0,0,1,0
1989,1,1,0,3,1,0,0,76,1,0,0,1
1990,1,1,0,58,1,1,1,99,0,1,0,0
1991,1,0,0,2,1,1,0,50,0,0,1,0
1992,1,0,0,5,1,0,1,75,0,1,0,0
1993,0,0,0,72,1,0,0,101,0,1,0,0
1994,0,1,0,44,1,0,0,110,0,0,1,0
1995,1,0,0,16,1,0,1,20,1,1,0,0
1996,1,0,0,12,0,0,0,51,0,0,0,1
1997,0,0,0,6,1,1,1,90,1,0,0,1
1998,0,1,0,72,1,0,0,108,0,1,0,0
1999,0,0,0,23,1,1,1,25,0,1,0,0
2000,1,0,0,38,1,0,1,70,1,1,0,0
2001,1,0,0,47,1,0,0,95,0,1,0,0
2002,0,0,0,54,1,0,0,20,0,0,0,1
2003,1,0,0,15,1,0,1,69,0,0,0,1
2004,0,1,0,20,1,1,1,94,1,1,0,0
2005,0,0,1,16,1,1,1,73,0,0,1,0
2006,1,0,0,1,1,1,0,69,1,1,0,0
2007,1,0,0,1,0,0,1,25,1,1,0,0
2008,1,0,0,46,1,1,1,20,0,1,0,0
2009,1,0,0,69,1,1,0,98,0,0,0,1
2010,1,0,1,49,1,1,1,84,1,1,0,0
2011,1,0,0,53,0,1,0,55,0,1,0,0
2012,1,0,1,7,1,1,1,19,0,1,0,0
2013,0,0,0,42,1,0,0,50,1,0,1,0
2014,1,0,1,17,1,0,0,50,0,1,0,0
2015,0,1,0,2,1,1,0,82,0,1,0,0
2016,0,0,1,72,1,1,1,104,0,1,0,0
2017,0,0,0,28,1,0,0,20,0,0,0,1
2018,1,0,0,1,0,0,0,50,1,1,0,0
2019,0,0,0,15,1,1,1,86,1,0,1,0
2020,0,1,0,67,1,0,0,107,0,0,1,0
2021,0,0,0,11,1,0,1,100,1,0,0,1
2022,1,0,1,56,1,0,1,103,0,1,0,0
2023,1,0,0,22,1,1,1,55,0,1,0,0
2024,1,1,0,19,0,0,1,34,0,0,1,0
2025,0,0,1,44,1,1,1,20,0,0,0,1
2026,1,0,0,10,0,1,1,36,0,0,1,0
2027,0,0,0,18,1,0,0,71,0,0,1,0
2028,1,0,0,30,1,0,0,19,0,0,0,1
2029,1,0,0,26,0,0,1,36,0,0,1,0
2030,0,0,0,58,1,1,0,109,1,1,0,0
2031,1,0,0,1,0,0,0,30,1,1,0,0
2032,0,0,0,9,1,0,1,66,1,1,0,0
2033,0,0,0,50,1,0,0,82,0,1,0,0
2034,1,0,0,46,0,0,0,31,0,0,1,0
2035,0,0,0,3,1,0,0,45,0,1,0,0
2036,0,0,0,11,1,1,1,51,0,1,0,0
2037,1,0,0,37,1,0,1,70,0,1,0,0
2038,1,0,0,22,1,0,1,54,1,1,0,0
2039,1,0,0,67,1,1,1,26,0,1,0,0
2040,1,0,0,1,1,1,0,20,0,0,0,1
2041,0,0,0,19,1,0,0,56,0,0,0,1
2042,0,1,0,9,1,1,0,75,1,1,0,0
2043,1,0,0,70,1,0,1,99,0,1,0,0
2044,1,0,0,1,1,0,0,50,0,0,1,0
2045,0,0,0,39,0,1,1,41,0,0,0,1
2046,1,0,0,2,1,0,0,71,1,1,0,0
2047,0,1,0,49,1,0,0,44,0,1,0,0
2048,1,0,0,7,1,0,1,64,0,1,0,0
2049,1,0,1,1,1,1,1,46,1,1,0,0
2050,0,0,0,61,1,0,0,101,0,0,0,1
2051,1,0,0,1,1,0,0,43,1,0,0,1
2052,0,1,0,40,1,1,1,92,0,1,0,0
2053,0,0,0,71,1,1,1,24,0,1,0,0
2054,1,0,0,24,1,1,0,90,1,1,0,0
2055,0,0,0,14,1,1,1,50,0,1,0,0
2056,0,1,0,61,1,1,1,94,0,1,0,0
2057,0,1,0,44,1,1,0,75,0,1,0,0
2058,0,0,0,70,1,1,0,20,0,0,0,1
2059,0,0,0,18,1,1,1,74,0,1,0,0
2060,1,0,1,12,1,1,0,74,1,0,0,1
2061,1,1,0,66,1,0,0,107,0,1,0,0
2062,1,0,1,61,1,1,0,21,0,0,0,1
2063,0,0,0,42,1,0,0,86,0,0,1,0
2064,0,0,0,54,1,0,0,95,0,0,1,0
2065,1,0,0,3,1,1,1,20,0,1,0,0
2066,1,0,0,69,1,1,0,54,0,0,0,1
2067,0,0,0,3,1,1,1,20,0,0,1,0
2068,0,0,0,7,1,1,1,75,1,1,0,0
2069,0,0,0,57,1,0,1,20,0,1,0,0
2070,1,1,0,14,1,1,0,75,1,1,0,0
2071,1,0,0,11,0,1,1,42,1,0,0,1
2072,1,0,0,4,1,0,0,20,0,0,1,0
2073,1,0,0,43,1,0,0,94,0,1,0,0
2074,1,0,0,62,1,0,1,74,0,1,0,0
2075,0,0,0,12,1,1,1,96,1,1,0,0
2076,1,0,1,11,1,0,0,20,0,0,1,0
2077,0,0,0,19,1,0,1,60,0,1,0,0
2078,1,0,0,44,1,0,0,106,0,0,1,0
2079,0,1,1,11,1,1,1,78,0,1,0,0
2080,1,0,1,72,1,1,0,81,0,0,0,1
2081,0,0,0,43,1,0,1,105,1,1,0,0
2082,1,0,0,3,1,1,0,20,1,1,0,0
2083,0,1,0,5,1,0,0,81,0,1,0,0
2084,1,0,0,2,0,0,1,30,1,1,0,0
2085,1,0,1,68,1,1,1,86,0,1,0,0
2086,1,1,0,33,1,0,1,94,1,1,0,0
2087,0,0,0,11,0,0,0,36,0,1,0,0
2088,1,1,0,69,1,1,0,90,1,0,1,0
2089,0,0,0,66,1,0,0,105,0,0,0,1
2090,1,0,1,29,1,0,0,76,0,1,0,0
2091,1,0,1,8,1,0,0,45,0,0,0,1
2092,1,1,0,72,0,1,0,64,0,0,0,1
2093,0,0,1,8,1,1,0,45,0,1,0,0
2094,0,0,0,32,1,0,0,104,0,1,0,0
2095,0,0,1,56,1,0,1,20,0,1,0,0
2096,1,0,0,10,1,0,0,81,1,1,0,0
2097,0,0,0,44,1,0,1,62,0,1,0,0
2098,0,0,1,23,1,1,1,84,1,1,0,0
2099,0,0,0,4,0,1,1,48,0,1,0,0
2100,0,0,1,36,1,1,1,51,0,0,1,0
2101,1,0,0,47,1,1,1,83,1,0,1,0
2102,0,0,1,2,0,1,1,30,0,1,0,0
2103,0,0,1,52,1,0,1,20,0,1,0,0
2104,0,0,0,5,1,1,1,91,1,1,0,0
2105,0,0,1,64,1,1,1,66,0,1,0,0
2106,1,0,0,2,1,0,0,50,0,0,1,0
2107,0,0,0,8,1,1,1,20,0,1,0,0
2108,0,0,0,1,1,0,0,70,1,1,0,0
2109,1,0,0,1,0,1,0,45,1,0,0,1
2110,1,0,1,60,1,0,0,60,0,1,0,0
2111,1,0,0,20,1,0,0,91,0,0,0,1
2112,1,0,1,22,1,1,0,51,0,0,1,0
2113,1,0,1,54,1,1,1,71,0,0,1,0
2114,1,0,0,1,1,0,0,81,0,1,0,0
2115,1,0,0,13,1,1,1,19,0,0,0,1
2116,0,1,1,24,1,1,0,97,0,1,0,0
2117,0,1,0,6,1,0,0,74,0,0,0,1
2118,1,1,0,38,1,0,1,103,0,1,0,0
2119,0,0,0,12,1,0,0,85,0,0,1,0
2120,1,0,0,26,0,0,0,45,0,0,0,1
2121,0,0,1,6,0,0,0,41,0,1,0,0
2122,1,0,1,67,1,1,0,87,1,0,1,0
2123,1,1,0,62,1,1,1,104,1,1,0,0
2124,1,0,1,50,0,0,0,39,0,1,0,0
2125,1,0,1,72,0,1,0,66,0,0,0,1
2126,0,1,1,31,1,0,0,99,1,1,0,0
2127,1,0,0,72,1,0,0,92,0,0,1,0
2128,1,0,0,51,0,1,0,44,0,1,0,0
2129,0,0,0,1,1,1,1,20,0,1,0,0
2130,0,0,1,60,1,1,1,115,0,0,1,0
2131,0,0,1,24,1,0,0,20,0,0,0,1
2132,0,0,0,2,1,0,0,81,1,0,1,0
2133,0,0,0,4,1,0,1,78,1,1,0,0
2134,0,0,0,67,1,0,0,66,0,1,0,0
2135,0,0,0,69,1,1,1,106,0,1,0,0
2136,0,0,0,1,1,1,1,70,1,1,0,0
2137,1,0,0,67,1,1,0,25,0,0,0,1
2138,1,0,0,1,1,0,0,90,1,0,0,1
2139,1,1,0,67,1,0,0,84,0,1,0,0
2140,0,1,0,27,1,1,1,86,0,1,0,0
2141,0,0,0,41,1,0,0,106,0,1,0,0
2142,1,0,1,64,1,0,0,109,0,0,1,0
2143,0,0,0,1,1,1,0,70,1,0,0,1
2144,1,0,0,6,1,0,0,45,1,1,0,0
2145,1,0,1,72,0,0,1,65,0,1,0,0
2146,0,0,1,57,1,1,1,70,1,0,1,0
2147,1,0,0,70,1,0,0,73,0,1,0,0
2148,1,1,0,10,1,0,0,86,1,1,0,0
2149,1,0,0,1,1,1,1,56,1,0,1,0
2150,0,1,0,71,1,1,1,90,0,1,0,0
2151,0,0,1,3,0,1,0,40,0,0,0,1
2152,0,0,0,63,1,1,0,24,0,1,0,0
2153,0,0,0,25,1,0,1,75,0,1,0,0
2154,1,0,1,62,1,0,0,24,0,0,0,1
2155,0,0,0,55,1,1,1,95,0,1,0,0
2156,1,0,1,52,1,0,1,79,0,1,0,0
2157,0,0,1,16,1,1,1,81,1,0,1,0
2158,0,0,1,29,1,1,0,88,0,0,0,1
2159,0,0,0,2,0,1,0,35,1,0,0,1
2160,1,0,0,8,1,0,0,71,0,0,0,1
2161,0,0,0,5,1,0,1,85,0,1,0,0
2162,1,0,0,9,1,1,1,20,0,1,0,0
2163,0,1,0,32,1,1,1,74,1,1,0,0
2164,1,0,1,72,1,0,1,84,0,0,0,1
2165,1,0,1,7,0,0,0,50,0,0,1,0
2166,1,1,0,18,1,1,1,58,0,0,1,0
2167,0,0,0,48,1,1,1,105,0,1,0,0
2168,0,1,0,71,1,1,1,96,0,1,0,0
2169,1,0,0,1,1,0,0,70,1,0,0,1
2170,1,0,0,69,1,0,0,105,0,0,1,0
2171,1,0,0,60,1,0,0,20,0,1,0,0
2172,1,1,0,1,0,0,0,25,1,1,0,0
